Question 13,Question 14,Question 15,Question 12,Question 16 A,Question 16 D,Question 16 C,Question 16 B,Question 17,Question 22,Question 30 A,Question 30 B,Question 30 C,Question 30 D,Question 19,Question 29 A,Question 29 B,Question 29 C,Question 29 D,Question 29 E,Question 11,Question 10
2,0,0,1,0,0,1,0,2,3,0,1,0,1,1,1,1,1,0,0,1,1
2,2,2,1,0,0,0,1,2,3,0,1,1,0,1,1,1,1,1,1,0,1
0,0,0,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,3,1,1,0,0,1,1,1,1,1,1,0,1
1,2,2,1,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
2,0,0,1,1,0,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,1,1,1,0,1,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,2,3,0,1,0,0,1,1,0,0,0,0,1,1
1,1,1,1,0,1,0,0,1,3,1,1,1,0,1,1,1,1,1,1,0,1
1,1,2,1,0,0,0,1,2,3,0,1,0,1,1,1,1,0,1,1,0,0
0,0,0,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
2,2,2,0,1,0,0,0,2,2,0,1,0,0,1,0,1,0,0,0,0,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,3,0,1,1,0,1,1,1,1,1,1,0,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,0,0,1,0,0,1,1
2,2,2,1,0,0,1,0,2,3,0,1,1,0,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,1,3,1,1,0,0,1,1,1,0,0,0,1,1
0,0,2,1,0,0,1,0,2,3,0,1,1,0,1,1,1,1,0,0,0,1
2,2,2,1,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1,3,0,0,0,1,1,0,1,0,0,0,0,0
2,2,2,1,0,1,0,0,1,3,1,1,0,0,0,1,1,0,0,0,1,1
0,0,0,1,1,0,0,0,1,3,0,1,0,0,1,1,1,1,1,1,0,1
1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,1,0,0,0,1,3,0,0,1,0,1,1,1,1,1,0,1,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,1,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,3,0,0,1,0,2,0,0,0,1,0,1,1
2,2,2,1,0,0,0,1,2,3,1,1,0,0,1,1,1,1,1,1,0,1
1,1,1,0,1,0,0,0,1,3,0,1,1,0,1,1,1,1,1,1,0,1
0,0,0,1,0,0,1,0,2,3,1,0,0,0,1,1,0,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,0,1,1,1,1,1,1,0,1
2,2,0,1,1,0,0,0,0,2,0,1,0,1,1,0,1,1,1,0,1,1
1,1,1,1,0,0,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,2,1,0,0,0,2,1,0,0,0,0,1,1
2,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,1,1,0,0,1,1
0,0,0,1,0,1,0,0,2,3,1,1,1,0,1,1,1,1,1,1,0,1
2,2,2,1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,0,3,1,1,1,0,1,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,1,3,1,1,1,0,1,1,1,1,1,1,1,1
2,0,2,1,0,1,0,0,2,3,1,1,1,0,2,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1
2,2,2,1,1,0,0,0,2,3,1,1,1,0,2,1,1,1,1,1,1,1
2,2,0,1,1,0,0,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,1,1,3,0,1,0,0,1,1,0,1,0,0,1,1
1,1,1,0,0,0,1,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0
2,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1
2,0,1,1,1,0,0,0,2,3,0,1,1,1,1,0,1,1,1,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,1,1,1,1,1,0,1
2,2,2,1,0,0,1,0,1,3,0,1,0,0,1,1,1,1,0,1,0,1
2,2,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0
1,1,1,1,0,0,1,0,1,3,1,0,0,0,1,0,0,0,0,1,0,1
2,2,2,1,1,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0
2,2,2,1,0,0,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,1,0,0,0
2,0,1,1,1,0,0,0,2,3,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,2,3,0,1,1,0,1,1,1,1,1,1,1,1
2,2,1,1,1,0,0,0,2,3,0,1,1,0,1,1,1,1,1,1,0,1
2,2,2,1,1,0,0,0,2,3,1,1,0,0,1,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,3,0,1,1,1,0,1,1,1,1,1,0,0
1,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,1,1
2,0,2,1,0,0,1,0,2,3,0,1,0,1,1,1,1,1,1,1,0,1
2,2,2,1,0,0,1,0,2,3,1,1,0,0,2,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,1,3,0,1,1,1,1,1,0,1,0,0,1,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
2,0,2,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
0,2,0,1,0,1,0,0,1,3,1,1,1,0,0,1,0,1,1,0,0,0
1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,1,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,2,1,1,1,1,1,0,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
2,2,2,1,0,0,1,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,3,0,1,1,0,0,1,1,0,1,0,0,1
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,1,0,2,3,0,1,0,0,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,0,3,0,1,0,0,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,0,1,3,0,1,0,0,1,1,1,1,1,1,0,1
1,1,1,0,0,1,0,0,2,3,1,1,1,1,1,1,1,1,1,1,0,1
2,2,2,1,0,0,0,1,2,3,1,1,0,0,1,1,1,0,0,0,1,1
1,1,1,1,0,1,0,0,1,3,0,1,0,0,1,1,1,1,1,0,1,1
0,0,0,1,0,0,1,0,1,3,1,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,2,3,0,1,0,0,1,1,1,0,0,0,1,1
0,0,0,1,0,0,1,0,2,3,0,1,0,0,1,1,1,1,1,0,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,2,1,0,1,0,0,2,3,0,1,1,0,2,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,1,1,0,0,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,0,1,3,1,1,1,0,1,1,1,0,1,0,0,0
1,1,1,1,0,0,0,1,2,3,1,1,1,0,1,1,1,1,1,1,0,0
2,2,2,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,0,1,0,0,1,1,1,1,1,0,1,1
2,1,1,1,0,0,1,0,1,3,0,1,0,0,1,1,1,0,1,0,0,0
1,1,1,1,0,0,1,0,2,3,1,1,0,0,1,0,0,0,0,1,1,1
2,0,0,1,1,0,0,0,0,3,1,1,1,1,2,1,1,1,1,1,1,0
0,0,0,1,1,0,0,0,1,3,1,1,0,0,1,1,1,1,1,1,0,1
2,2,2,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
1,1,1,1,0,0,1,0,2,3,0,1,0,0,1,1,1,1,1,0,1,1
1,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1,1,1,1,1,0,0
2,2,2,0,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
0,0,0,1,0,0,1,0,1,3,0,1,0,0,1,1,1,1,1,1,0,1
2,2,2,1,0,0,1,0,2,3,0,1,1,0,1,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,0,0,0,1,0,1,1
1,1,1,1,0,0,1,0,1,3,0,1,1,0,1,1,1,1,1,0,0,0
0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,1,1,0,1,0,1,1
1,1,1,1,0,1,0,0,2,3,1,1,1,0,2,1,1,1,0,0,1,1
2,2,2,1,0,0,1,0,2,3,1,0,0,0,2,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,2,3,0,1,0,0,1,1,1,1,1,1,1,1
1,1,1,0,0,0,1,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0
0,0,0,1,0,0,1,0,2,3,0,1,0,0,1,1,1,1,1,1,0,1
1,1,2,1,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1
0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,1,1,1,0,0,1
1,1,1,1,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,1,0
2,2,1,1,0,0,1,0,1,3,1,1,1,1,2,1,1,1,1,1,0,1
2,0,0,1,0,1,0,0,2,3,1,1,0,0,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,1
1,1,1,1,0,1,0,0,1,3,0,0,1,0,2,0,0,1,0,0,0,1
1,1,1,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,0,1,1
2,2,1,1,1,0,0,0,2,3,1,0,0,0,2,0,0,0,1,0,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,0,2,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,3,0,1,1,0,2,1,0,1,0,0,1,1
1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1
2,2,2,1,1,0,0,0,2,2,0,1,0,0,2,0,0,1,0,0,1,1
2,2,2,1,0,1,0,0,2,3,0,0,0,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,3,0,0,0,1,1,0,0,0,1,0,1,1
1,1,1,0,0,1,0,0,1,3,1,0,0,0,1,1,0,0,0,0,1,1
2,2,0,1,0,0,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,1
1,1,1,0,1,0,0,0,1,3,0,1,0,0,1,1,1,1,1,1,1,1
2,2,2,1,0,0,0,1,2,1,0,0,1,0,2,0,1,0,0,0,1,1
2,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2,2,2,1,1,0,0,0,2,3,1,1,0,0,1,1,1,1,0,0,1,1
1,1,1,1,1,0,0,0,2,3,1,1,0,0,1,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,2,0,0,1,1,0,1,1,1,0,0,0,1,1
0,0,0,1,0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,1,1,1
2,2,2,1,1,0,0,0,2,2,0,1,0,0,2,0,0,0,1,0,0,1
0,0,0,1,1,0,0,0,2,3,0,1,0,0,1,1,1,1,1,1,0,1
2,2,0,1,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,1
0,2,0,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,1,0
2,2,2,0,0,0,1,0,2,3,1,0,0,0,1,1,0,0,0,0,0,1
2,2,2,1,1,0,0,0,2,3,1,1,1,0,2,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,2,3,0,1,1,0,1,1,1,1,1,1,0,1
2,0,0,0,1,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,1,1
1,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1
1,1,1,0,0,1,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,1
2,2,2,1,0,0,1,0,2,3,1,1,0,0,1,1,1,1,0,0,1,0
0,0,0,0,1,0,0,0,1,3,0,1,1,0,1,0,1,0,1,0,1,1
1,0,1,1,0,1,0,0,2,3,1,1,1,1,1,1,1,1,1,1,0,1
2,2,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,0,1,1,0,0
0,0,0,0,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,0,0
2,2,0,1,1,0,0,0,2,3,1,1,0,0,1,1,1,1,0,1,1,1
1,1,2,1,0,0,0,1,2,2,0,1,1,0,1,0,1,0,1,1,1,1
1,1,1,0,0,0,1,0,1,3,0,1,0,0,1,1,1,1,1,1,0,1
2,2,2,1,1,0,0,0,2,3,1,1,0,0,2,1,1,1,0,0,1,1
2,2,2,1,0,0,1,0,1,3,1,1,0,0,2,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,1,3,1,1,1,0,1,1,1,1,1,1,1,1
2,0,0,1,0,0,1,0,0,2,1,1,0,0,1,1,1,1,0,0,1,1
0,0,2,1,0,0,1,0,0,2,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
2,0,0,1,1,0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,0
0,0,0,0,1,0,0,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,3,1,1,0,0,1,1,1,0,0,1,1,1
2,2,2,1,1,0,0,0,2,3,0,0,0,1,2,0,0,0,0,1,1,1
1,1,1,1,1,0,0,0,2,3,0,1,0,0,1,1,1,1,1,1,1,1
2,0,0,0,1,0,0,0,2,3,0,1,0,0,1,0,1,0,0,1,0,0
1,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0
2,2,1,1,0,0,0,1,2,3,1,1,0,0,2,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,2,3,0,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,3,0,1,0,0,1,0,0,1,1,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,0,2,1,1,1,1,1,1,1
0,0,0,1,0,0,0,1,2,3,0,1,0,0,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,1,1,0,0,1,1,1,0,0,1,1,1
2,0,2,1,1,0,0,0,2,3,1,1,0,0,2,1,1,0,0,0,1,1
1,0,1,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,1,3,1,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,1,3,0,1,1,1,1,1,1,1,1,0,1,1
1,2,2,1,1,0,0,0,2,3,0,1,0,0,1,1,1,1,1,1,0,1
0,0,0,1,0,0,1,0,2,3,0,1,1,0,1,0,1,0,0,0,0,1
2,0,0,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
1,1,1,1,0,0,1,0,1,3,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1
2,0,1,1,0,0,1,0,2,3,0,1,1,1,1,1,1,1,1,1,0,1
1,2,1,1,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1
2,2,2,1,0,0,1,0,2,3,1,1,0,0,1,1,1,1,1,1,0,1
2,2,2,1,0,1,0,0,2,2,0,1,0,1,1,0,1,0,1,1,1,1
0,0,0,0,0,0,1,0,2,3,1,1,0,0,2,1,1,1,0,0,1,1
1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,1,1
1,2,2,0,0,0,1,0,2,3,0,1,0,0,2,1,1,1,1,1,0,1
2,1,0,1,1,0,0,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,3,1,1,0,0,1,1,1,1,0,1,1,1
1,1,1,1,1,0,0,0,2,3,0,1,0,0,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,2,0,0,0,1,0,1,3,0,1,1,0,1,1,1,1,1,1,0,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
0,0,0,0,0,1,0,0,1,3,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
1,1,1,1,0,0,1,0,1,3,0,1,1,0,2,1,1,0,0,1,1,1
2,2,2,1,1,0,0,0,2,3,1,0,1,0,2,0,1,0,0,1,1,1
0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0
2,2,2,1,0,0,1,0,2,3,0,1,0,0,2,0,1,0,1,0,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,1
1,1,2,1,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,0,1,0,0,2,3,1,1,1,0,1,1,1,1,1,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,1
1,1,1,1,1,0,0,0,1,3,1,1,0,0,1,1,1,1,1,1,1,1
2,2,2,1,0,0,0,1,2,2,1,0,1,0,1,1,0,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,1,1,0,0,1,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,0,3,0,0,0,1,1,1,1,1,1,0,1,1
0,0,2,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1,1
0,0,0,1,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1
2,2,2,1,0,0,1,0,2,3,1,1,1,0,2,1,1,1,1,1,0,1
1,1,1,0,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,0,1
1,1,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,1,0
2,1,1,1,0,0,0,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,2,3,1,0,0,0,1,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,0,0
1,2,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
2,2,2,1,0,0,1,0,2,3,1,1,0,0,2,1,1,1,1,1,1,0
0,0,0,1,0,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,0,1
2,2,2,1,0,0,1,0,2,3,1,1,1,0,1,1,1,1,1,1,1,1
2,0,0,1,1,0,0,0,2,3,0,1,0,0,1,1,1,1,1,1,0,0
1,1,1,1,0,0,1,0,1,3,1,1,1,0,0,1,1,1,1,1,1,1
2,1,1,1,0,1,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,1,1,0,1,0,0,2,3,0,1,0,0,1,1,1,1,1,0,0,1
1,2,1,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,0,0,0,1,2,3,1,1,0,0,2,0,1,1,1,0,1,1
2,2,1,1,1,0,0,0,1,0,1,1,1,0,2,1,0,0,1,0,1,1
1,1,1,1,0,0,1,0,2,3,1,0,0,0,1,1,1,1,1,1,1,1
2,1,0,1,1,0,0,0,1,3,1,1,1,0,1,1,1,1,1,0,0,1
1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,1,0,0,1,0,2,3,0,1,0,1,0,0,1,1,0,0,1,1
1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2,2,2,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0
0,0,0,1,0,0,1,0,2,3,0,0,0,1,1,1,1,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
2,2,2,1,0,0,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,0,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0
0,0,0,1,0,0,1,0,2,3,1,1,0,0,1,1,1,0,0,0,1,1
1,2,2,0,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,0,1
2,2,2,1,0,0,1,0,1,3,0,1,0,0,0,1,1,1,1,1,1,0
2,2,2,1,0,0,1,0,2,3,0,1,1,1,1,1,1,1,1,1,1,1
2,2,2,1,0,1,0,0,2,3,1,0,0,0,1,1,0,0,0,0,0,1
2,2,2,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1,0,1,1
2,2,2,1,0,0,0,1,2,3,1,1,1,1,1,1,1,1,0,0,1,1
2,2,2,1,1,0,0,0,2,0,0,1,1,0,2,1,0,0,0,1,1,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,1,0,0,2,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,3,1,1,0,0,1,1,1,1,0,1,1,1
0,0,0,1,0,0,0,1,2,3,0,1,1,0,0,0,0,0,0,1,1,1
2,2,2,1,0,1,0,0,2,3,1,0,0,0,2,1,0,1,0,0,0,0
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,1,1
2,2,2,1,1,0,0,0,2,3,0,1,0,0,2,0,1,0,0,0,1,1
2,0,0,1,0,0,1,0,2,3,1,0,0,0,1,0,1,0,0,0,1,1
1,1,1,1,0,1,0,0,2,3,0,1,0,0,1,1,1,1,1,1,1,1
2,0,0,1,1,0,0,0,2,3,1,1,0,0,1,0,1,1,1,0,0,1
1,1,1,1,0,0,0,1,1,2,1,0,0,0,1,1,0,1,0,0,1,1
2,2,2,1,1,0,0,0,1,3,1,1,0,0,1,1,1,1,1,1,1,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,0,0
2,2,1,1,0,0,1,0,2,3,1,1,0,0,2,1,1,1,1,1,1,1
1,2,1,1,0,1,0,0,2,3,1,1,0,0,1,1,0,1,1,1,0,0
0,0,0,0,0,1,0,0,1,3,1,0,0,0,1,1,1,0,0,0,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,1,1
2,0,0,1,0,0,1,0,2,3,1,1,1,0,2,1,1,1,1,1,1,1
2,1,0,1,0,0,1,0,1,3,0,1,0,0,1,1,1,0,0,1,1,1
2,2,2,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2,2,2,1,1,0,0,0,2,3,1,0,0,0,2,1,1,0,0,0,1,1
1,1,1,1,0,1,0,0,2,3,0,1,1,0,2,1,1,1,1,0,1,1
0,0,0,1,0,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,1,0,2,3,1,1,0,0,1,1,1,1,1,1,0,1
1,1,1,1,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1
2,2,2,0,1,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,1,1,1,0,0,1,1
0,0,0,1,0,1,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,1,3,0,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,0,3,1,1,0,0,1,1,1,1,0,0,0,1
2,2,2,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,2,3,1,0,0,0,1,1,1,0,1,0,0,1
0,0,0,1,0,0,1,0,1,3,0,1,0,0,1,1,1,0,1,1,1,1
1,1,1,0,0,0,1,0,0,3,0,1,0,0,1,1,1,1,0,1,0,1
1,1,1,1,0,0,1,0,2,3,0,1,0,0,1,1,1,1,1,1,0,0
1,1,1,1,0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,1,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,0,0,0,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,2,3,0,1,0,0,1,1,1,0,1,1,1,1
1,0,0,1,1,0,0,0,2,3,0,1,0,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,2,3,1,1,1,1,2,1,1,1,1,1,0,1
0,0,0,1,0,0,1,0,2,3,1,1,0,0,2,1,1,1,1,0,0,1
1,1,1,1,0,0,1,0,2,3,0,1,0,1,2,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,1,3,0,1,0,0,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,1,2,3,0,1,1,0,1,0,1,1,0,0,1,1
2,2,2,1,0,0,1,0,0,3,0,1,1,0,1,0,1,1,0,1,1,1
0,0,0,0,0,1,0,0,1,3,0,1,0,0,1,1,1,1,1,1,1,1
2,0,0,1,0,0,1,0,2,3,0,1,0,0,1,0,1,1,0,0,0,1
1,1,1,0,0,1,0,0,1,3,0,1,1,0,1,1,1,1,1,1,0,1
